Product_ID,Product_Name,Category,Brand,Price,Rating,Description,Seller,City,State,Stock_Quantity,Discount_Percentage,Features
P00146,Xiaomi Mobile Model 2679,Mobiles,Xiaomi,13343,4.3,Xiaomi mobiles product with premium features.,Seller_140,Ahmedabad,West Bengal,217,62,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P00147,Philips Home Appliance Model 6885,Home Appliances,Philips,71908,3.4,Philips home appliances product with premium features.,Seller_263,Mumbai,Karnataka,220,14,"Home Appliances,Philips,Philips home appliances product with premium features."
P00148,Roadster Clothin Model 8072,Clothing,Roadster,138431,4.3,Roadster clothing product with premium features.,Seller_24,Bengaluru,Telangana,306,7,"Clothing,Roadster,Roadster clothing product with premium features."
P00149,Xiaomi Mobile Model 5038,Mobiles,Xiaomi,55672,4.5,Xiaomi mobiles product with premium features.,Seller_392,Hyderabad,Karnataka,167,15,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P00150,OnePlus Mobile Model 7155,Mobiles,OnePlus,46356,3.3,OnePlus mobiles product with premium features.,Seller_273,Bengaluru,Tamil Nadu,286,45,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P00151,OnePlus Mobile Model 793,Mobiles,OnePlus,114651,3.0,OnePlus mobiles product with premium features.,Seller_472,Mumbai,Gujarat,160,54,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P00152,Philips Home Appliance Model 6943,Home Appliances,Philips,76193,3.2,Philips home appliances product with premium features.,Seller_11,Chennai,Delhi,410,58,"Home Appliances,Philips,Philips home appliances product with premium features."
P00153,JBL Electronic Model 1543,Electronics,JBL,114780,4.7,JBL electronics product with premium features.,Seller_125,Kolkata,Tamil Nadu,205,67,"Electronics,JBL,JBL electronics product with premium features."
P00154,OnePlus Mobile Model 5183,Mobiles,OnePlus,89300,3.4,OnePlus mobiles product with premium features.,Seller_399,Delhi,Maharashtra,261,14,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P00155,Samsung Home Appliance Model 5824,Home Appliances,Samsung,92337,4.5,Samsung home appliances product with premium features.,Seller_420,Delhi,Delhi,52,18,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P00156,Levis Clothin Model 2942,Clothing,Levis,40372,4.5,Levis clothing product with premium features.,Seller_336,Mumbai,Delhi,487,63,"Clothing,Levis,Levis clothing product with premium features."
P00157,Bata Footwea Model 9348,Footwear,Bata,85026,4.7,Bata footwear product with premium features.,Seller_322,Chennai,Delhi,225,8,"Footwear,Bata,Bata footwear product with premium features."
P00158,Bata Footwea Model 5061,Footwear,Bata,72303,4.2,Bata footwear product with premium features.,Seller_181,Mumbai,Karnataka,236,57,"Footwear,Bata,Bata footwear product with premium features."
P00159,Samsung Mobile Model 6141,Mobiles,Samsung,75554,3.2,Samsung mobiles product with premium features.,Seller_443,Mumbai,Tamil Nadu,304,64,"Mobiles,Samsung,Samsung mobiles product with premium features."
P00160,Bata Footwea Model 9608,Footwear,Bata,145609,4.9,Bata footwear product with premium features.,Seller_379,Pune,Telangana,465,24,"Footwear,Bata,Bata footwear product with premium features."
P00161,Roadster Clothin Model 7892,Clothing,Roadster,131729,3.3,Roadster clothing product with premium features.,Seller_32,Ahmedabad,Maharashtra,415,43,"Clothing,Roadster,Roadster clothing product with premium features."
P00162,Boat Electronic Model 8366,Electronics,Boat,45534,3.1,Boat electronics product with premium features.,Seller_363,Ahmedabad,Telangana,268,66,"Electronics,Boat,Boat electronics product with premium features."
P00163,Samsung Home Appliance Model 6062,Home Appliances,Samsung,98039,4.8,Samsung home appliances product with premium features.,Seller_199,Kolkata,Gujarat,173,6,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P00164,JBL Electronic Model 1179,Electronics,JBL,86725,3.2,JBL electronics product with premium features.,Seller_348,Kolkata,Karnataka,129,19,"Electronics,JBL,JBL electronics product with premium features."
P00165,Puma Clothin Model 9647,Clothing,Puma,37373,4.8,Puma clothing product with premium features.,Seller_159,Kolkata,Delhi,304,10,"Clothing,Puma,Puma clothing product with premium features."
P00166,Roadster Clothin Model 6271,Clothing,Roadster,86407,4.6,Roadster clothing product with premium features.,Seller_344,Mumbai,West Bengal,343,54,"Clothing,Roadster,Roadster clothing product with premium features."
P00167,Whirlpool Home Appliance Model 398,Home Appliances,Whirlpool,95351,3.6,Whirlpool home appliances product with premium features.,Seller_487,Bengaluru,Karnataka,485,62,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P00168,Dell Laptop Model 2353,Laptops,Dell,40916,3.2,Dell laptops product with premium features.,Seller_433,Mumbai,Tamil Nadu,394,69,"Laptops,Dell,Dell laptops product with premium features."
P00169,Boat Electronic Model 5617,Electronics,Boat,34652,4.2,Boat electronics product with premium features.,Seller_79,Delhi,Delhi,425,21,"Electronics,Boat,Boat electronics product with premium features."
P00170,Noise Electronic Model 815,Electronics,Noise,108003,3.7,Noise electronics product with premium features.,Seller_369,Bengaluru,Telangana,312,36,"Electronics,Noise,Noise electronics product with premium features."
P00171,Noise Electronic Model 3933,Electronics,Noise,140286,3.5,Noise electronics product with premium features.,Seller_495,Ahmedabad,Gujarat,99,47,"Electronics,Noise,Noise electronics product with premium features."
P00172,Noise Electronic Model 7664,Electronics,Noise,74163,4.6,Noise electronics product with premium features.,Seller_258,Kolkata,Delhi,418,25,"Electronics,Noise,Noise electronics product with premium features."
P00173,Samsung Home Appliance Model 4196,Home Appliances,Samsung,13977,4.3,Samsung home appliances product with premium features.,Seller_448,Chennai,Tamil Nadu,478,13,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P00174,Boat Electronic Model 4770,Electronics,Boat,22286,4.5,Boat electronics product with premium features.,Seller_140,Ahmedabad,Tamil Nadu,75,55,"Electronics,Boat,Boat electronics product with premium features."
P00175,Xiaomi Mobile Model 7491,Mobiles,Xiaomi,91940,4.9,Xiaomi mobiles product with premium features.,Seller_213,Pune,Telangana,257,47,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P00176,Asus Laptop Model 1437,Laptops,Asus,98580,3.4,Asus laptops product with premium features.,Seller_164,Mumbai,Gujarat,365,42,"Laptops,Asus,Asus laptops product with premium features."
P00177,Dell Laptop Model 727,Laptops,Dell,75502,4.8,Dell laptops product with premium features.,Seller_242,Delhi,Gujarat,361,60,"Laptops,Dell,Dell laptops product with premium features."
P00178,Nike Footwea Model 1398,Footwear,Nike,5280,3.5,Nike footwear product with premium features.,Seller_428,Delhi,Tamil Nadu,481,67,"Footwear,Nike,Nike footwear product with premium features."
P00179,Nike Footwea Model 4820,Footwear,Nike,62594,3.6,Nike footwear product with premium features.,Seller_25,Bengaluru,Telangana,327,58,"Footwear,Nike,Nike footwear product with premium features."
P00180,Samsung Mobile Model 8289,Mobiles,Samsung,140822,3.0,Samsung mobiles product with premium features.,Seller_264,Bengaluru,West Bengal,73,37,"Mobiles,Samsung,Samsung mobiles product with premium features."
P00181,Nike Footwea Model 5880,Footwear,Nike,63361,4.1,Nike footwear product with premium features.,Seller_96,Mumbai,Tamil Nadu,499,46,"Footwear,Nike,Nike footwear product with premium features."
P00182,Apple Mobile Model 9014,Mobiles,Apple,133291,4.6,Apple mobiles product with premium features.,Seller_260,Pune,Telangana,447,60,"Mobiles,Apple,Apple mobiles product with premium features."
P00183,Vivo Mobile Model 6438,Mobiles,Vivo,98157,3.5,Vivo mobiles product with premium features.,Seller_9,Chennai,Gujarat,34,44,"Mobiles,Vivo,Vivo mobiles product with premium features."
P00184,HP Laptop Model 9633,Laptops,HP,87466,3.3,HP laptops product with premium features.,Seller_181,Chennai,Gujarat,329,22,"Laptops,HP,HP laptops product with premium features."
P00185,Noise Electronic Model 7940,Electronics,Noise,48082,4.6,Noise electronics product with premium features.,Seller_33,Ahmedabad,Maharashtra,150,25,"Electronics,Noise,Noise electronics product with premium features."
P00186,Xiaomi Mobile Model 786,Mobiles,Xiaomi,83030,4.9,Xiaomi mobiles product with premium features.,Seller_264,Kolkata,Gujarat,278,60,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P00187,Puma Clothin Model 3231,Clothing,Puma,75301,3.7,Puma clothing product with premium features.,Seller_400,Pune,Gujarat,335,42,"Clothing,Puma,Puma clothing product with premium features."
P00188,Puma Clothin Model 6129,Clothing,Puma,114843,4.8,Puma clothing product with premium features.,Seller_381,Ahmedabad,Telangana,173,23,"Clothing,Puma,Puma clothing product with premium features."
P00189,Bata Footwea Model 6118,Footwear,Bata,136424,3.5,Bata footwear product with premium features.,Seller_43,Kolkata,Maharashtra,220,23,"Footwear,Bata,Bata footwear product with premium features."
P00190,Whirlpool Home Appliance Model 5362,Home Appliances,Whirlpool,27194,3.2,Whirlpool home appliances product with premium features.,Seller_339,Hyderabad,Karnataka,228,54,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P00191,Asus Laptop Model 5859,Laptops,Asus,117511,3.1,Asus laptops product with premium features.,Seller_446,Chennai,Tamil Nadu,222,35,"Laptops,Asus,Asus laptops product with premium features."
P00192,Boat Electronic Model 1329,Electronics,Boat,106784,3.7,Boat electronics product with premium features.,Seller_411,Delhi,Maharashtra,73,56,"Electronics,Boat,Boat electronics product with premium features."
P00193,Xiaomi Mobile Model 1201,Mobiles,Xiaomi,62163,4.6,Xiaomi mobiles product with premium features.,Seller_188,Chennai,Telangana,486,4,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P00194,Samsung Home Appliance Model 7471,Home Appliances,Samsung,97545,3.7,Samsung home appliances product with premium features.,Seller_391,Mumbai,Tamil Nadu,70,67,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P00195,Wrogn Clothin Model 5250,Clothing,Wrogn,73355,3.5,Wrogn clothing product with premium features.,Seller_59,Pune,West Bengal,95,63,"Clothing,Wrogn,Wrogn clothing product with premium features."
P00196,Philips Home Appliance Model 9302,Home Appliances,Philips,31169,3.5,Philips home appliances product with premium features.,Seller_134,Ahmedabad,Delhi,313,36,"Home Appliances,Philips,Philips home appliances product with premium features."
P00197,Noise Electronic Model 3379,Electronics,Noise,32447,3.3,Noise electronics product with premium features.,Seller_38,Ahmedabad,Delhi,460,56,"Electronics,Noise,Noise electronics product with premium features."
P00198,Vivo Mobile Model 5336,Mobiles,Vivo,91374,4.4,Vivo mobiles product with premium features.,Seller_282,Hyderabad,Karnataka,435,20,"Mobiles,Vivo,Vivo mobiles product with premium features."
P00199,Sony Electronic Model 6022,Electronics,Sony,133666,3.4,Sony electronics product with premium features.,Seller_103,Delhi,Delhi,404,63,"Electronics,Sony,Sony electronics product with premium features."
P00200,Realme Mobile Model 9177,Mobiles,Realme,97006,3.9,Realme mobiles product with premium features.,Seller_283,Delhi,Tamil Nadu,452,11,"Mobiles,Realme,Realme mobiles product with premium features."
P00201,Realme Mobile Model 6623,Mobiles,Realme,125778,4.1,Realme mobiles product with premium features.,Seller_394,Kolkata,Gujarat,294,9,"Mobiles,Realme,Realme mobiles product with premium features."
P00202,Lenovo Laptop Model 1315,Laptops,Lenovo,118257,3.9,Lenovo laptops product with premium features.,Seller_265,Chennai,Delhi,449,70,"Laptops,Lenovo,Lenovo laptops product with premium features."
P00203,Sony Electronic Model 2214,Electronics,Sony,113707,4.0,Sony electronics product with premium features.,Seller_445,Pune,Gujarat,63,66,"Electronics,Sony,Sony electronics product with premium features."
P00204,Lenovo Laptop Model 2797,Laptops,Lenovo,42757,3.6,Lenovo laptops product with premium features.,Seller_364,Bengaluru,Karnataka,485,66,"Laptops,Lenovo,Lenovo laptops product with premium features."
P00205,Puma Clothin Model 4205,Clothing,Puma,51758,4.3,Puma clothing product with premium features.,Seller_283,Hyderabad,Delhi,320,38,"Clothing,Puma,Puma clothing product with premium features."
P00206,LG Home Appliance Model 8334,Home Appliances,LG,44505,4.2,LG home appliances product with premium features.,Seller_298,Delhi,Delhi,337,43,"Home Appliances,LG,LG home appliances product with premium features."
P00207,LG Home Appliance Model 564,Home Appliances,LG,21591,3.1,LG home appliances product with premium features.,Seller_329,Hyderabad,West Bengal,107,53,"Home Appliances,LG,LG home appliances product with premium features."
P00208,LG Home Appliance Model 8259,Home Appliances,LG,143318,3.6,LG home appliances product with premium features.,Seller_490,Hyderabad,Telangana,125,51,"Home Appliances,LG,LG home appliances product with premium features."
P00209,Wrogn Clothin Model 1295,Clothing,Wrogn,16004,3.3,Wrogn clothing product with premium features.,Seller_213,Ahmedabad,Telangana,104,43,"Clothing,Wrogn,Wrogn clothing product with premium features."
P00210,Samsung Home Appliance Model 5221,Home Appliances,Samsung,84005,4.5,Samsung home appliances product with premium features.,Seller_441,Chennai,Telangana,66,47,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P00211,LG Home Appliance Model 5328,Home Appliances,LG,63669,3.9,LG home appliances product with premium features.,Seller_137,Ahmedabad,Delhi,72,12,"Home Appliances,LG,LG home appliances product with premium features."
P00212,Realme Mobile Model 6393,Mobiles,Realme,109910,3.5,Realme mobiles product with premium features.,Seller_444,Delhi,Gujarat,167,40,"Mobiles,Realme,Realme mobiles product with premium features."
P00213,Dell Laptop Model 8263,Laptops,Dell,135231,3.9,Dell laptops product with premium features.,Seller_451,Hyderabad,Telangana,11,11,"Laptops,Dell,Dell laptops product with premium features."
P00214,Bata Footwea Model 4044,Footwear,Bata,56697,4.2,Bata footwear product with premium features.,Seller_25,Pune,Karnataka,253,60,"Footwear,Bata,Bata footwear product with premium features."
P00215,Roadster Clothin Model 233,Clothing,Roadster,28478,3.9,Roadster clothing product with premium features.,Seller_452,Hyderabad,West Bengal,187,51,"Clothing,Roadster,Roadster clothing product with premium features."
P00216,Puma Clothin Model 6663,Clothing,Puma,13709,4.1,Puma clothing product with premium features.,Seller_100,Chennai,Tamil Nadu,147,9,"Clothing,Puma,Puma clothing product with premium features."
P00217,Bata Footwea Model 9108,Footwear,Bata,73626,4.7,Bata footwear product with premium features.,Seller_320,Mumbai,Delhi,499,12,"Footwear,Bata,Bata footwear product with premium features."
P00218,Puma Footwea Model 5655,Footwear,Puma,146531,4.9,Puma footwear product with premium features.,Seller_387,Delhi,Delhi,308,65,"Footwear,Puma,Puma footwear product with premium features."
